2016-08-04	155	101	114	2	33	1.4	220
2016-08-05	103	66	88	3	29	0.8	163
2016-08-06	129	98	96	2	32	1	162
2016-08-07	69	20	34	2	19	0.6	122
2016-08-08	95	32	48	3	26	0.8	154
2016-08-09	135	46	70	6	37	1.2	198
2016-08-10	112	84	97	3	27	0.9	158
2016-08-11	114	86	100	3	29	0.9	156
2016-08-12	79	58	73	4	38	0.9	72
2016-08-13	50	22	35	3	40	0.7	45
2016-08-14	104	22	48	3	38	0.6	164
2016-08-15	45	20	42	2	29	0.6	89
2016-08-16	96	24	41	2	32	0.6	155
2016-08-17	87	64	0	3	58	1	47
2016-08-18	99	74	0	2	42	1.6	43
2016-08-19	67	19	42	2	25	0.9	120
2016-08-20	134	54	70	2	38	1	197
2016-08-21	179	54	74	3	40	1	244
2016-08-22	103	50	66	4	32	0.9	163
2016-08-23	95	71	91	6	42	0.9	135
2016-08-24	109	82	110	3	48	1.1	133
2016-08-25	34	17	23	2	24	0.4	67
2016-08-26	45	11	29	2	33	0.4	90
2016-08-27	48	15	39	3	38	0.4	81
2016-08-28	46	12	32	2	34	0.3	92
2016-08-29	66	19	47	3	45	0.5	119
2016-08-30	109	30	65	3	48	0.6	169
2016-08-31	50	16	37	3	40	0.5	88
2016-09-01	39	8	31	3	31	0.3	72
2016-09-02	39	12	34	2	31	0.4	56
2016-09-03	86	21	45	2	35	0.5	143
2016-09-04	106	79	0	5	44	1	166
2016-09-05	54	28	58	2	33	0.5	94
